productId,siteName,date,gmttime,gmtdatetime,region_id,city,localdatetime,country,timezone,price_male,price_female,days_before_event,currency,duration_in_minutes,soldOut,productType,zoom_account,zoomInvite,,,,
376,tempo,2026-03-08,23:00:00Z,2026-03-08T23:00:00Z,NY_NJ_21,New York City,2026-03-08 19:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/86255369586?pwd=rJa318XiciYCYrsKCwzS43jQLXyiAk.1,,,,
,,,,,,,,,,,,,,,,,,,,,,
410,tempo,2026-03-22,19:00:00Z,2026-03-22T19:00:00Z,global,ANY,2026-03-22 14:00:00,ANY,America/Chicago,2800,2800,30,USD,60,FALSE,geoMaxing,,https://us02web.zoom.us/j/89010712383?pwd=5OGn6RTW9BHz1B3DUEY1uHXxArAxiD.1,,,,
411,tempo,2026-03-22,20:00:00Z,2026-03-22T20:00:00Z,global,ANY,2026-03-22 20:00:00,ANY,Europe/London,2800,2800,30,USD,60,FALSE,socialMediaMaxing,,https://us02web.zoom.us/j/88208605751?pwd=rbDZG6DyxiuSBy3Ftt45yyS6dlbzG7.1,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
377,tempo,2026-03-29,18:00:00Z,2026-03-29T18:00:00Z,NC_1,Charlotte,2026-03-29 14:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/84958223835?pwd=liJkNZ71l6XA9or8Mq8dL9Oa1KckGS.1,,,,
378,tempo,2026-03-29,19:00:00Z,2026-03-29T19:00:00Z,MA_2,Boston,2026-03-29 15:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/83452310598?pwd=257vamA6PwhYtVntdM6IZeG439PaZg.1,,,,
379,tempo,2026-03-29,20:00:00Z,2026-03-29T20:00:00Z,DC_PA_MD_3,Philadelphia,2026-03-29 16:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/81579541928?pwd=uiQVU7k4alnCaPPawQkAY4D0R3S5QW.1,,,,
380,tempo,2026-03-30,08:00:00Z,2026-03-30T08:00:00Z,NSW_4,Sydney,2026-03-30 19:00:00,Australia,Australia/Sydney,2200,1600,30,AUD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/81070967070?pwd=rZvogFeDObJpZbJkJxxGNcKciZEZOS.1,,,,
381,tempo,2026-03-30,09:00:00Z,2026-03-30T09:00:00Z,VIC_5,Melbourne,2026-03-30 20:00:00,Australia,Australia/Sydney,2200,1600,30,AUD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/82335407194?pwd=EbESJP1nYesX1kpJRP0iiMUwrrR4up.1,,,,
382,tempo,2026-03-30,18:00:00Z,2026-03-30T18:00:00Z,LDN_EAST_6,London,2026-03-30 19:00:00,United Kingdom,Europe/London,1400,1000,30,GBP,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/82762927473?pwd=EwcLneccUkEKKeQWTCtvxW5siWE4hl.1,,,,
383,tempo,2026-03-30,19:00:00Z,2026-03-30T19:00:00Z,E_W_MIDS_7,Birmingham,2026-03-30 20:00:00,United Kingdom,Europe/London,1400,1000,30,GBP,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/83593578640?pwd=ZQTdGDP9CG8Jr40Swk0vntuYAfavb1.1,,,,
384,tempo,2026-03-30,20:00:00Z,2026-03-30T20:00:00Z,SE_SW_ENG_8,Bristol,2026-03-30 21:00:00,United Kingdom,Europe/London,1400,1000,30,GBP,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/81283132830?pwd=dHPGuFyWTdabmotq2lUSBaqWdaI8uu.1,,,,
385,tempo,2026-03-30,21:00:00Z,2026-03-30T21:00:00Z,NW_ENG_YORKS_9,Leeds,2026-03-30 22:00:00,United Kingdom,Europe/London,1400,1000,30,GBP,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/82050210383?pwd=lpIVRSbaSmhbe6WYZ0PNRhpEoc2Umg.1,,,,
386,tempo,2026-04-04,18:00:00Z,2026-04-04T18:00:00Z,IL_WI_10,Chicago,2026-04-04 13:00:00,USA,America/Chicago,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/82545757714?pwd=xP7lYxAPaiX8WvTuZOHPPbF57ljbxl.1,,,,
387,tempo,2026-04-04,19:00:00Z,2026-04-04T19:00:00Z,AB_11,Calgary,2026-04-04 13:00:00,Canada,America/Denver,2200,1600,30,CAD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/86472410511?pwd=hFcsbIORbMGwIhaeDXxSlxw6ESeNFR.1,,,,
388,tempo,2026-04-04,20:00:00Z,2026-04-04T20:00:00Z,CA_12,Los Angeles,2026-04-04 13:00:00,USA,America/Los_Angeles,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/82986975481?pwd=YAzaVebyTyCvRCSPKZwHngY1BUeEP0.1,,,,
389,tempo,2026-04-04,21:00:00Z,2026-04-04T21:00:00Z,FL_13,Jacksonville,2026-04-04 17:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/83030032153?pwd=YsPgtL4qtMapyiEkLE8Twv5DVlif1C.1,,,,
390,tempo,2026-04-05,16:00:00Z,2026-04-05T16:00:00Z,IN_MI_OH_14,Columbus,2026-04-05 12:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/86569070610?pwd=jiFdSIP95ndN8SFDPM3qxM2wSmJHlI.1,,,,
391,tempo,2026-04-05,17:00:00Z,2026-04-05T17:00:00Z,ON_15,Ottawa,2026-04-05 13:00:00,Canada,America/New_York,2200,1600,30,CAD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/88049882059?pwd=QGxlnzFWQ6X6TPOMmQQEdyruKkRJ6n.1,,,,
392,tempo,2026-04-05,18:00:00Z,2026-04-05T18:00:00Z,QC_16,Montreal,2026-04-05 14:00:00,Canada,America/New_York,2200,1600,30,CAD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/89792403650?pwd=No2FZomUW49XaENbu3rNPBcYHQO50v.1,,,,
393,tempo,2026-04-05,19:00:00Z,2026-04-05T19:00:00Z,TX_17,Houston,2026-04-05 14:00:00,USA,America/Chicago,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/89526619854?pwd=MRy28pbPFbEVtbzJ761HfT8uaQ0282.1,,,,
394,tempo,2026-04-05,20:00:00Z,2026-04-05T20:00:00Z,AZ_18,Phoenix,2026-04-05 13:00:00,USA,America/Phoenix,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/89270724549?pwd=Sy6a6Wd8fG8vIqacGHPQLFAmaGcmab.1,,,,
395,tempo,2026-04-05,21:00:00Z,2026-04-05T21:00:00Z,BC_19,Vancouver,2026-04-05 14:00:00,Canada,America/Los_Angeles,2200,1600,30,CAD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/88099075828?pwd=EeZrtKbS78atubpGWJ6HWSaBCfkbMa.1,,,,
396,tempo,2026-04-05,22:00:00Z,2026-04-05T22:00:00Z,WA_OR_20,Seattle,2026-04-05 15:00:00,USA,America/Los_Angeles,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/86052671827?pwd=GxPZuSv8TTGFI4R0WGyteorCxnylsX.1,,,,
397,tempo,2026-04-05,23:00:00Z,2026-04-05T23:00:00Z,NY_NJ_21,New York City,2026-04-05 19:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/89974582873?pwd=TXIAeexBDAugKrqLWEv0yPaRKUp1tA.1,,,,
,,,,,,,,,,,,,,,,,,,,,,
412,tempo,2026-04-06,22:00:00Z,2026-04-06T22:00:00Z,NC_1,Raleigh,2026-04-06 18:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDatingGay,,https://us02web.zoom.us/j/85893246068?pwd=FfaN80lasqj7w3nUF0abR3bo9C4h5e.1,,,,
413,tempo,2026-04-06,23:00:00Z,2026-04-06T23:00:00Z,FL_13,Jacksonville,2026-04-06 19:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDatingGay,,https://us02web.zoom.us/j/83814351277?pwd=w7AVRAskCIVbCDdCXbQ7iGyEkyVUPb.1,,,,
414,tempo,2026-04-07,00:00:00Z,2026-04-07T00:00:00Z,DC_PA_MD_3,Philadelphia,2026-04-06 20:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDatingGay,,https://us02web.zoom.us/j/86847825713?pwd=t24y1VSoTC4lB1ZTS4gR0LxZHd0ZdZ.1,,,,
415,tempo,2026-04-07,02:00:00Z,2026-04-07T02:00:00Z,CA_12,Los Angeles,2026-04-06 19:00:00,USA,America/Los_Angeles,1600,1200,30,USD,60,FALSE,onlineSpeedDatingGay,,https://us02web.zoom.us/j/81856167478?pwd=aXzSeaRo1NLhRA2D8bpvyUlu12KbAj.1,,,,
416,tempo,2026-04-07,01:00:00Z,2026-04-07T01:00:00Z,TX_17,Houston,2026-04-06 20:00:00,USA,America/Chicago,1600,1200,30,USD,60,FALSE,onlineSpeedDatingGay,,https://us02web.zoom.us/j/81067040752?pwd=7WZQr2Xz2Q17beoTjAmWO3bWS2nzGg.1,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
398,tempo,2026-04-11,18:00:00Z,2026-04-11T18:00:00Z,KC_22,Kansas City,2026-04-11 13:00:00,USA,America/Chicago,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/82421124554?pwd=1BjiWBjom6RslLK0hkGOIH1gbQwW9h.1,,,,
399,tempo,2026-04-11,19:00:00Z,2026-04-11T19:00:00Z,GA_23,Atlanta,2026-04-11 15:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/87377864710?pwd=Qw4HR0oZZ5Sv4DOI2ataHlVdqUQxrY.1,,,,
400,tempo,2026-04-11,20:00:00Z,2026-04-11T20:00:00Z,VA_24,Virginia Beach,2026-04-11 16:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/81429402632?pwd=pjBbU5pv9fVgCgzCwqLAfEc2cwlR8M.1,,,,
401,tempo,2026-04-12,09:00:00Z,2026-04-12T09:00:00Z,QLD_25,Brisbane,2026-04-12 19:00:00,Australia,Australia/Brisbane,2200,1600,30,AUD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/81835133336?pwd=xfALD2GtmW8J3YrjIUDpODaYub5buD.1,,,,
402,tempo,2026-04-12,10:00:00Z,2026-04-12T10:00:00Z,NL_26,Amsterdam,2026-04-12 12:00:00,Netherlands,Europe/Amsterdam,1600,1200,30,EUR,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/82187547556?pwd=w5jv1ceLqIDU6rTPmgdrUd6teQcrVH.1,,,,
403,tempo,2026-04-12,17:00:00Z,2026-04-12T17:00:00Z,SCO_27,Glasgow,2026-04-12 18:00:00,UK,Europe/London,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/86823742921?pwd=eC90nRl60PQpBZV93UXwEJ8SMCak5b.1,,,,
404,tempo,2026-04-12,18:00:00Z,2026-04-12T18:00:00Z,IE_NI_28,Dublin,2026-04-12 19:00:00,Ireland,Europe/Dublin,1400,1000,30,EUR,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/89689903904?pwd=eT6uROfUb2fSLoUKV8asv0iOZ9jiSp.1,,,,
405,tempo,2026-04-12,19:00:00Z,2026-04-12T19:00:00Z,LA_29,New Orleans,2026-04-12 14:00:00,USA,America/Chicago,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/87629126541?pwd=SCYsvkQWnlkf6GE3ccRwEKx6bWrmzA.1,,,,
406,tempo,2026-04-12,20:00:00Z,2026-04-12T20:00:00Z,NY_NJ_21,New York City,2026-04-12 16:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDatingJewish,,https://us02web.zoom.us/j/85689331460?pwd=RXiJBsDyVIpUq8MZiezjxECZSeQjrU.1,,,,
407,tempo,2026-04-12,21:00:00Z,2026-04-12T21:00:00Z,IL_WI_10,Chicago,2026-04-12 16:00:00,USA,America/Chicago,1600,1200,30,USD,60,FALSE,onlineSpeedDatingGay,,https://us02web.zoom.us/j/89225820731?pwd=CewCCJhhc9EiVglVbIu7heN3lW8bJF.1,,,,
408,tempo,2026-04-12,22:00:00Z,2026-04-12T22:00:00Z,CA_12,Los Angeles,2026-04-12 15:00:00,USA,America/Los_Angeles,1400,1000,30,USD,60,FALSE,onlineSpeedDatingIndian,,https://us02web.zoom.us/j/86189409667?pwd=sCuK4iv0OG5FY8RfxazF0mcXZHJJBT.1,,,,
409,tempo,2026-04-12,23:00:00Z,2026-04-12T23:00:00Z,LDN_EAST_6,London,2026-04-13 00:00:00,United Kingdom,Europe/London,1400,1000,30,GBP,60,FALSE,onlineSpeedDatingMuslim,,https://us02web.zoom.us/j/86172177614?pwd=7lkhAWQjOSuYbmrzTKba7UL5kaUZ61.1,,,,
,,,,,,,,,,,,,,,,,,,,,,
417,tempo,2026-04-18,18:00:00Z,2026-04-18T18:00:00Z,NC_1,Charlotte,2026-04-18 14:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/86899376398?pwd=qPQAw3sMq4rgW02bgxGIwgQZa5Ti2C.1,,,,
418,tempo,2026-04-18,19:00:00Z,2026-04-18T19:00:00Z,MA_2,Boston,2026-04-18 15:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/84903920705?pwd=srYYhXimfmwrLsgNhECglG5b0WQDoB.1,,,,
419,tempo,2026-04-18,20:00:00Z,2026-04-18T20:00:00Z,DC_PA_MD_3,Philadelphia,2026-04-18 16:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/87262012909?pwd=cMCh54Jn25D4OH5JaXHQbxnbz24Sh0.1,,,,
420,tempo,2026-04-19,08:00:00Z,2026-04-19T08:00:00Z,NSW_4,Sydney,2026-04-19 18:00:00,Australia,Australia/Sydney,2200,1600,30,AUD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/83488092974?pwd=PnmSHBtdZY7t7gIS0pMxhIDfJ1S8Ig.1,,,,
421,tempo,2026-04-19,09:00:00Z,2026-04-19T09:00:00Z,VIC_5,Melbourne,2026-04-19 19:00:00,Australia,Australia/Sydney,2200,1600,30,AUD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/87664314426?pwd=dJl8jr3pN2ufKg5wkC6hih7YqAoPXD.1,,,,
422,tempo,2026-04-19,18:00:00Z,2026-04-19T18:00:00Z,LDN_EAST_6,London,2026-04-19 19:00:00,United Kingdom,Europe/London,1400,1000,30,GBP,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/81296191885?pwd=arW3egZO6tubTEcN5jl0OmIOxXI2bs.1,,,,
423,tempo,2026-04-19,19:00:00Z,2026-04-19T19:00:00Z,E_W_MIDS_7,Birmingham,2026-04-19 20:00:00,United Kingdom,Europe/London,1400,1000,30,GBP,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/81999694622?pwd=dIa9BPFv2hxuilB9jXdR3WVxytKSeY.1,,,,
424,tempo,2026-04-19,20:00:00Z,2026-04-19T20:00:00Z,SE_SW_ENG_8,Bristol,2026-04-19 21:00:00,United Kingdom,Europe/London,1400,1000,30,GBP,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/88089590906?pwd=aGDX510Xp7sdRiXiOtvTFKSI4b76ew.1,,,,
425,tempo,2026-04-19,21:00:00Z,2026-04-19T21:00:00Z,NW_ENG_YORKS_9,Leeds,2026-04-19 22:00:00,United Kingdom,Europe/London,1400,1000,30,GBP,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/85855289424?pwd=1a6IVUZbNF4SKTiZzmTptAeuBRa1RX.1,,,,
,,,,,,,,,,,,,,,,,,,,,,
426,tempo,2026-04-25,18:00:00Z,2026-04-25T18:00:00Z,IL_WI_10,Chicago,2026-04-25 13:00:00,USA,America/Chicago,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/88042828765?pwd=9zkpSoDaXLM5gDh9o2Ufr76PD0TbEH.1,,,,
427,tempo,2026-04-25,19:00:00Z,2026-04-25T19:00:00Z,AB_11,Calgary,2026-04-25 13:00:00,Canada,America/Denver,2200,1600,30,CAD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/89511186839?pwd=UYQ5jwQ3wBabquvHNb6QbwtJb4VJiU.1,,,,
428,tempo,2026-04-25,20:00:00Z,2026-04-25T20:00:00Z,CA_12,Los Angeles,2026-04-25 13:00:00,USA,America/Los_Angeles,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/86837103349?pwd=dMvH0DfyaDy6YaCWLbCLZwsd2ClPVh.1,,,,
429,tempo,2026-04-25,21:00:00Z,2026-04-25T21:00:00Z,FL_13,Jacksonville,2026-04-25 17:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/86874541778?pwd=Vvt4k2aJbF6L1Vbwppq7Rph62Xwt7r.1,,,,
430,tempo,2026-04-26,16:00:00Z,2026-04-26T16:00:00Z,IN_MI_OH_14,Columbus,2026-04-26 12:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/81904314210?pwd=PYG0Hz4IVD75yeDgGEHmqYywNqbI3X.1,,,,
431,tempo,2026-04-26,17:00:00Z,2026-04-26T17:00:00Z,ON_15,Ottawa,2026-04-26 13:00:00,Canada,America/New_York,2200,1600,30,CAD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/87995949779?pwd=wXwcJp1kEOUYIaQxAqWkjUZfvHp9QY.1,,,,
432,tempo,2026-04-26,18:00:00Z,2026-04-26T18:00:00Z,QC_16,Montreal,2026-04-26 14:00:00,Canada,America/New_York,2200,1600,30,CAD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/88914141001?pwd=bAtMOpKosjBxfbNRHPUTGlPdKOeBqK.1,,,,
433,tempo,2026-04-26,19:00:00Z,2026-04-26T19:00:00Z,TX_17,Houston,2026-04-26 14:00:00,USA,America/Chicago,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/86860587631?pwd=GVJpqhmcnTW18US3reeGHlyif4sPr0.1,,,,
434,tempo,2026-04-26,20:00:00Z,2026-04-26T20:00:00Z,AZ_18,Phoenix,2026-04-26 13:00:00,USA,America/Phoenix,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/82450287761?pwd=bfXWsAMKrXzUE2pCQRQhWIK4koFB2r.1,,,,
435,tempo,2026-04-26,21:00:00Z,2026-04-26T21:00:00Z,BC_19,Vancouver,2026-04-26 14:00:00,Canada,America/Los_Angeles,2200,1600,30,CAD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/81706913482?pwd=uArAanip26fXgd3I5WaFbrJYqeOBXe.1,,,,
436,tempo,2026-04-26,22:00:00Z,2026-04-26T23:00:00Z,WA_OR_20,Seattle,2026-04-26 16:00:00,USA,America/Los_Angeles,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/84878454912?pwd=dSk3Cji1PSbrgRZ3icTydGxo1iI834.1,,,,
437,tempo,2026-04-26,23:00:00Z,2026-04-26T23:00:00Z,NY_NJ_21,New York City,2026-04-26 19:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDating,,https://us02web.zoom.us/j/83735855583?pwd=iUoUPH1F4ZpoI0dh8gA1RitEUbuFDd.1,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
438,tempo,2026-05-02,18:00:00Z,2026-05-02T18:00:00Z,NC_1,Charlotte,2026-05-02 14:00:00,USA,America/New_York,1600,1200,30,USD,60,FALSE,onlineSpeedDatingGay,tomqinaus,https://us02web.zoom.us/j/83783948113?pwd=CdVhwuPAa6Setb77fNb5UPt07UPwg5.1,,,,
